RACHEL	 Oh well, well thank you.\xc2\xa0 (She laughs.\xc2\xa0 He stares for a moment.)\xc2\xa0 Okay, \n  stop.\xc2\xa0 Stop looking at me like that.\xc2\xa0 The last time that happened, (points \n  to Ross) that happened.\xc2\xa0 (points to Emma.)'
ROSS	 I don't know.\xc2\xa0 But, you know, we, we have a lot in common, you know.\xc2\xa0 \n  He plays piano; I played keyboards in college.\xc2\xa0 He's been divorced; I have some \n  experience in that area."
PHOEBE	 I know.\xc2\xa0 That was fun.\xc2\xa0 (She and Mike exit.)'
